المحافظة,القطاع,رأس_المال_المطلوب_بالألف,مؤشر_المخاطرة,القرار_الاستثماري
الرقة,خدمات تقنية,23.7,0.23,فرصة واعدة
الرقة,تجارة إلكترونية,22.0,0.55,فرصة واعدة
درعا,زراعة حديثة,72.8,0.31,فرصة واعدة
ريف دمشق,صناعة هندسية,752.0,0.48,فرصة واعدة
إدلب,طاقة متجددة,84.2,0.45,مخاطرة عالية
السويداء,طاقة متجددة,512.3,0.59,فرصة واعدة
ريف دمشق,تجارة إلكترونية,19.3,0.68,استثمار متوسط
القنيطرة,تجارة إلكترونية,20.3,0.17,فرصة واعدة
طرطوس,طاقة متجددة,257.3,0.36,استثمار متوسط
حلب,زراعة حديثة,92.0,0.59,استثمار متوسط
السويداء,تصنيع غذائي,195.8,0.23,فرصة واعدة
دمشق,خدمات تقنية,6.3,0.44,مخاطرة عالية
دير الزور,طاقة متجددة,186.9,0.48,استثمار متوسط
القنيطرة,تجارة إلكترونية,20.4,0.68,فرصة واعدة
درعا,زراعة حديثة,93.6,0.16,فرصة واعدة
القنيطرة,تجارة إلكترونية,33.3,0.57,فرصة واعدة
دمشق,صناعة هندسية,505.1,0.1,فرصة واعدة
حلب,طاقة متجددة,212.3,0.27,استثمار متوسط
الحسكة,تصنيع غذائي,64.8,0.51,مخاطرة عالية
دمشق,تصنيع غذائي,83.2,0.63,مخاطرة عالية
درعا,صناعة هندسية,465.9,0.45,فرصة واعدة
السويداء,تصنيع غذائي,227.3,0.45,فرصة واعدة
طرطوس,تصنيع غذائي,174.0,0.25,فرصة واعدة
إدلب,تصنيع غذائي,227.8,0.69,فرصة واعدة
الرقة,تجارة إلكترونية,27.2,0.18,فرصة واعدة
الرقة,طاقة متجددة,359.3,0.6,فرصة واعدة
حماة,طاقة متجددة,588.6,0.67,فرصة واعدة
درعا,تجارة إلكترونية,42.7,0.48,فرصة واعدة
ريف دمشق,طاقة متجددة,143.1,0.51,مخاطرة عالية
درعا,طاقة متجددة,490.8,0.33,فرصة واعدة
الرقة,صناعة هندسية,879.5,0.46,فرصة واعدة
درعا,تجارة إلكترونية,26.5,0.19,فرصة واعدة
الحسكة,طاقة متجددة,161.5,0.18,استثمار متوسط
حماة,طاقة متجددة,371.5,0.11,فرصة واعدة
دير الزور,خدمات تقنية,8.4,0.37,استثمار متوسط
طرطوس,زراعة حديثة,135.3,0.43,فرصة واعدة
حلب,طاقة متجددة,551.6,0.58,فرصة واعدة
السويداء,زراعة حديثة,129.0,0.45,فرصة واعدة
حلب,صناعة هندسية,726.8,0.28,فرصة واعدة
الرقة,تجارة إلكترونية,22.0,0.66,استثمار متوسط
درعا,تجارة إلكترونية,22.1,0.55,استثمار متوسط
طرطوس,خدمات تقنية,5.0,0.6,مخاطرة عالية
دير الزور,تصنيع غذائي,187.5,0.54,فرصة واعدة
دير الزور,زراعة حديثة,29.3,0.15,مخاطرة عالية
طرطوس,زراعة حديثة,54.5,0.32,فرصة واعدة
ريف دمشق,طاقة متجددة,269.5,0.18,فرصة واعدة
دير الزور,تصنيع غذائي,265.3,0.43,فرصة واعدة
الرقة,خدمات تقنية,10.1,0.16,فرصة واعدة
اللاذقية,طاقة متجددة,383.3,0.14,فرصة واعدة
إدلب,تصنيع غذائي,173.1,0.28,فرصة واعدة
حلب,طاقة متجددة,556.3,0.14,فرصة واعدة
الحسكة,خدمات تقنية,5.0,0.62,مخاطرة عالية
دير الزور,خدمات تقنية,16.3,0.17,فرصة واعدة
إدلب,صناعة هندسية,899.9,0.34,فرصة واعدة
حلب,تجارة إلكترونية,43.0,0.19,فرصة واعدة
اللاذقية,طاقة متجددة,263.7,0.23,فرصة واعدة
حمص,تصنيع غذائي,111.7,0.41,استثمار متوسط
اللاذقية,خدمات تقنية,21.3,0.68,فرصة واعدة
ريف دمشق,زراعة حديثة,134.2,0.28,فرصة واعدة
الحسكة,طاقة متجددة,210.0,0.35,استثمار متوسط
السويداء,تصنيع غذائي,177.5,0.5,فرصة واعدة
طرطوس,زراعة حديثة,144.1,0.66,فرصة واعدة
الرقة,طاقة متجددة,96.6,0.49,مخاطرة عالية
دير الزور,زراعة حديثة,90.2,0.25,فرصة واعدة
القنيطرة,طاقة متجددة,447.3,0.5,فرصة واعدة
طرطوس,خدمات تقنية,16.0,0.46,فرصة واعدة
ريف دمشق,تجارة إلكترونية,32.6,0.68,فرصة واعدة
دير الزور,خدمات تقنية,22.3,0.68,فرصة واعدة
طرطوس,زراعة حديثة,59.0,0.64,استثمار متوسط
اللاذقية,تجارة إلكترونية,10.8,0.63,مخاطرة عالية
القنيطرة,تصنيع غذائي,223.2,0.37,فرصة واعدة
طرطوس,طاقة متجددة,441.8,0.54,فرصة واعدة
حمص,خدمات تقنية,12.4,0.16,فرصة واعدة
الرقة,صناعة هندسية,1026.7,0.41,فرصة واعدة
ريف دمشق,زراعة حديثة,75.0,0.21,فرصة واعدة
القنيطرة,تجارة إلكترونية,38.3,0.35,فرصة واعدة
درعا,تصنيع غذائي,115.1,0.64,استثمار متوسط
القنيطرة,تصنيع غذائي,239.6,0.49,فرصة واعدة
إدلب,زراعة حديثة,130.1,0.11,فرصة واعدة
إدلب,تجارة إلكترونية,40.3,0.48,فرصة واعدة
ريف دمشق,صناعة هندسية,1076.2,0.42,فرصة واعدة
درعا,تصنيع غذائي,254.5,0.27,فرصة واعدة
حلب,خدمات تقنية,15.0,0.56,استثمار متوسط
حماة,خدمات تقنية,6.4,0.48,مخاطرة عالية
القنيطرة,تصنيع غذائي,83.5,0.45,استثمار متوسط
السويداء,تصنيع غذائي,75.7,0.4,مخاطرة عالية
طرطوس,زراعة حديثة,107.6,0.62,فرصة واعدة
حماة,زراعة حديثة,28.3,0.45,مخاطرة عالية
إدلب,تصنيع غذائي,181.9,0.61,فرصة واعدة
طرطوس,زراعة حديثة,52.9,0.1,استثمار متوسط
دير الزور,طاقة متجددة,195.1,0.68,مخاطرة عالية
دير الزور,صناعة هندسية,1065.8,0.61,فرصة واعدة
اللاذقية,تجارة إلكترونية,9.5,0.48,مخاطرة عالية
طرطوس,تجارة إلكترونية,44.4,0.27,فرصة واعدة
إدلب,صناعة هندسية,471.1,0.44,فرصة واعدة
الرقة,طاقة متجددة,468.0,0.26,فرصة واعدة
دير الزور,صناعة هندسية,602.5,0.56,فرصة واعدة
دمشق,طاقة متجددة,485.0,0.36,فرصة واعدة
طرطوس,تجارة إلكترونية,23.5,0.63,فرصة واعدة
حمص,زراعة حديثة,97.9,0.44,فرصة واعدة
اللاذقية,طاقة متجددة,367.6,0.22,فرصة واعدة
اللاذقية,طاقة متجددة,446.4,0.45,فرصة واعدة
القنيطرة,صناعة هندسية,1082.0,0.18,فرصة واعدة
حماة,خدمات تقنية,10.9,0.62,استثمار متوسط
القنيطرة,صناعة هندسية,790.2,0.45,فرصة واعدة
حماة,زراعة حديثة,125.0,0.46,فرصة واعدة
الحسكة,طاقة متجددة,227.0,0.39,فرصة واعدة
إدلب,تصنيع غذائي,163.7,0.61,فرصة واعدة
الحسكة,تجارة إلكترونية,23.8,0.2,فرصة واعدة
حلب,زراعة حديثة,37.0,0.18,مخاطرة عالية
اللاذقية,طاقة متجددة,329.6,0.45,فرصة واعدة
ريف دمشق,طاقة متجددة,324.3,0.17,فرصة واعدة
الرقة,طاقة متجددة,198.3,0.48,استثمار متوسط
ريف دمشق,طاقة متجددة,158.8,0.32,استثمار متوسط
حلب,تجارة إلكترونية,7.9,0.52,مخاطرة عالية
الحسكة,زراعة حديثة,141.2,0.46,فرصة واعدة
ريف دمشق,صناعة هندسية,1091.3,0.17,فرصة واعدة
اللاذقية,تصنيع غذائي,45.3,0.3,مخاطرة عالية
دمشق,خدمات تقنية,13.0,0.3,استثمار متوسط
حمص,طاقة متجددة,363.6,0.6,فرصة واعدة
دير الزور,زراعة حديثة,93.6,0.43,فرصة واعدة
دمشق,تصنيع غذائي,206.9,0.53,فرصة واعدة
حماة,تصنيع غذائي,230.8,0.51,فرصة واعدة
دمشق,زراعة حديثة,98.9,0.45,فرصة واعدة
طرطوس,خدمات تقنية,30.0,0.26,فرصة واعدة
السويداء,خدمات تقنية,8.6,0.4,استثمار متوسط
اللاذقية,تجارة إلكترونية,9.2,0.51,مخاطرة عالية
طرطوس,تجارة إلكترونية,21.1,0.52,فرصة واعدة
الحسكة,خدمات تقنية,7.3,0.28,استثمار متوسط
دير الزور,طاقة متجددة,531.9,0.24,فرصة واعدة
حماة,طاقة متجددة,267.7,0.36,فرصة واعدة
درعا,تصنيع غذائي,228.6,0.41,فرصة واعدة
ريف دمشق,خدمات تقنية,4.7,0.16,مخاطرة عالية
حلب,زراعة حديثة,93.3,0.55,فرصة واعدة
دير الزور,صناعة هندسية,366.1,0.57,مخاطرة عالية
إدلب,طاقة متجددة,506.7,0.65,فرصة واعدة
السويداء,صناعة هندسية,379.9,0.6,مخاطرة عالية
السويداء,تصنيع غذائي,219.6,0.45,فرصة واعدة
ريف دمشق,خدمات تقنية,11.6,0.5,استثمار متوسط
دير الزور,تصنيع غذائي,112.7,0.12,فرصة واعدة
القنيطرة,تجارة إلكترونية,10.0,0.49,مخاطرة عالية
حماة,خدمات تقنية,6.7,0.25,مخاطرة عالية
اللاذقية,طاقة متجددة,395.1,0.1,فرصة واعدة
القنيطرة,زراعة حديثة,119.7,0.62,فرصة واعدة
دمشق,خدمات تقنية,27.6,0.34,فرصة واعدة
اللاذقية,زراعة حديثة,23.9,0.65,مخاطرة عالية
ريف دمشق,تصنيع غذائي,236.5,0.19,فرصة واعدة
الرقة,تجارة إلكترونية,20.2,0.33,فرصة واعدة
إدلب,طاقة متجددة,285.0,0.36,فرصة واعدة
حماة,تجارة إلكترونية,7.1,0.62,مخاطرة عالية
حماة,تجارة إلكترونية,21.6,0.61,فرصة واعدة
إدلب,تصنيع غذائي,240.4,0.69,فرصة واعدة
حمص,تصنيع غذائي,283.5,0.29,فرصة واعدة
إدلب,خدمات تقنية,24.0,0.24,فرصة واعدة
الرقة,تجارة إلكترونية,32.3,0.12,فرصة واعدة
درعا,زراعة حديثة,110.0,0.14,فرصة واعدة
الحسكة,تجارة إلكترونية,37.2,0.21,فرصة واعدة
دمشق,طاقة متجددة,462.8,0.35,فرصة واعدة
دمشق,تصنيع غذائي,297.0,0.6,فرصة واعدة
الرقة,صناعة هندسية,1173.1,0.35,فرصة واعدة
الرقة,طاقة متجددة,253.7,0.68,استثمار متوسط
درعا,تجارة إلكترونية,29.8,0.25,فرصة واعدة
درعا,تصنيع غذائي,43.7,0.35,مخاطرة عالية
دير الزور,تصنيع غذائي,129.9,0.38,فرصة واعدة
القنيطرة,زراعة حديثة,95.1,0.45,فرصة واعدة
القنيطرة,تصنيع غذائي,267.9,0.55,فرصة واعدة
الحسكة,زراعة حديثة,68.9,0.63,استثمار متوسط
القنيطرة,زراعة حديثة,81.2,0.47,فرصة واعدة
حلب,تصنيع غذائي,136.7,0.11,فرصة واعدة
حلب,خدمات تقنية,26.1,0.23,فرصة واعدة
ريف دمشق,خدمات تقنية,29.4,0.18,فرصة واعدة
اللاذقية,تجارة إلكترونية,27.4,0.58,فرصة واعدة
إدلب,تجارة إلكترونية,17.8,0.51,استثمار متوسط
حمص,تجارة إلكترونية,8.9,0.4,مخاطرة عالية
حلب,طاقة متجددة,497.8,0.13,فرصة واعدة
حماة,صناعة هندسية,254.2,0.61,مخاطرة عالية
القنيطرة,تصنيع غذائي,282.5,0.35,فرصة واعدة
حمص,خدمات تقنية,20.8,0.68,فرصة واعدة
درعا,طاقة متجددة,253.2,0.6,استثمار متوسط
اللاذقية,صناعة هندسية,214.8,0.52,مخاطرة عالية
إدلب,صناعة هندسية,1000.9,0.19,فرصة واعدة
حمص,تجارة إلكترونية,11.1,0.66,مخاطرة عالية
دمشق,تجارة إلكترونية,44.1,0.63,فرصة واعدة
دمشق,تجارة إلكترونية,22.6,0.16,فرصة واعدة
درعا,تجارة إلكترونية,18.5,0.21,فرصة واعدة
حمص,خدمات تقنية,29.7,0.55,فرصة واعدة
طرطوس,تصنيع غذائي,144.1,0.37,فرصة واعدة
ريف دمشق,طاقة متجددة,481.6,0.26,فرصة واعدة
دير الزور,تجارة إلكترونية,35.5,0.68,فرصة واعدة
ريف دمشق,زراعة حديثة,54.5,0.57,استثمار متوسط
درعا,تجارة إلكترونية,40.1,0.54,فرصة واعدة
درعا,تجارة إلكترونية,38.4,0.7,فرصة واعدة
إدلب,خدمات تقنية,10.5,0.26,استثمار متوسط
دمشق,صناعة هندسية,892.6,0.17,فرصة واعدة
إدلب,صناعة هندسية,294.1,0.35,مخاطرة عالية
إدلب,طاقة متجددة,259.5,0.67,استثمار متوسط
حلب,تجارة إلكترونية,37.4,0.23,فرصة واعدة
حماة,تجارة إلكترونية,22.1,0.21,فرصة واعدة
طرطوس,طاقة متجددة,278.8,0.51,استثمار متوسط
دمشق,تصنيع غذائي,227.9,0.46,فرصة واعدة
إدلب,تصنيع غذائي,193.9,0.46,فرصة واعدة
درعا,زراعة حديثة,129.6,0.5,فرصة واعدة
السويداء,طاقة متجددة,232.8,0.66,استثمار متوسط
درعا,زراعة حديثة,146.9,0.59,فرصة واعدة
دير الزور,تصنيع غذائي,86.9,0.37,استثمار متوسط
الحسكة,تصنيع غذائي,90.8,0.28,استثمار متوسط
السويداء,طاقة متجددة,525.9,0.34,فرصة واعدة
القنيطرة,طاقة متجددة,351.3,0.59,فرصة واعدة
حماة,صناعة هندسية,431.3,0.35,استثمار متوسط
حماة,طاقة متجددة,563.8,0.25,فرصة واعدة
حمص,تصنيع غذائي,164.5,0.62,فرصة واعدة
طرطوس,طاقة متجددة,478.5,0.18,فرصة واعدة
الرقة,زراعة حديثة,101.7,0.52,فرصة واعدة
حماة,تصنيع غذائي,268.5,0.59,فرصة واعدة
درعا,زراعة حديثة,131.4,0.38,فرصة واعدة
إدلب,زراعة حديثة,96.2,0.2,فرصة واعدة
الرقة,تجارة إلكترونية,14.8,0.37,استثمار متوسط
القنيطرة,تصنيع غذائي,167.0,0.67,فرصة واعدة
القنيطرة,تصنيع غذائي,298.4,0.42,فرصة واعدة
حمص,زراعة حديثة,120.2,0.28,فرصة واعدة
دير الزور,تصنيع غذائي,121.9,0.4,استثمار متوسط
دمشق,صناعة هندسية,730.9,0.5,فرصة واعدة
